,Year,STATE,ENERGY SOURCE,GENERATION (MWh),Date,TOTAL_rev,TOTAL_sales,TOTAL_cust,TOTAL_price,Temperature,Delta from Mean Temp,Percipitation (in),Delta from Mean Pcp,Z-index Drought,Delta from Mean Z
388,2017,US-TOTAL,Solar Thermal and Photovoltaic,53286865.0,2017-01-01,390322265.69,3723355980.05,151779384.833,11.047,54.552,2.532,32.31,2.37,0.067,-0.03
390,2017,US-TOTAL,Wind,254302696.0,2017-01-01,390322265.69,3723355980.05,151779384.833,11.047,54.552,2.532,32.31,2.37,0.067,-0.03
391,2017,US-TOTAL,Wood and Wood Derived Fuels,41123518.0,2017-01-01,390322265.69,3723355980.05,151779384.833,11.047,54.552,2.532,32.31,2.37,0.067,-0.03
392,2018,US-TOTAL,Coal,1149487338.0,2018-01-01,406498314.91,3860118799.64,153340274.25,11.204,53.518,1.499,34.65,4.71,0.688,0.591
393,2018,US-TOTAL,Geothermal,15967134.0,2018-01-01,406498314.91,3860118799.64,153340274.25,11.204,53.518,1.499,34.65,4.71,0.688,0.591
394,2018,US-TOTAL,Hydroelectric Conventional,292523989.0,2018-01-01,406498314.91,3860118799.64,153340274.25,11.204,53.518,1.499,34.65,4.71,0.688,0.591
395,2018,US-TOTAL,Natural Gas,1469132682.0,2018-01-01,406498314.91,3860118799.64,153340274.25,11.204,53.518,1.499,34.65,4.71,0.688,0.591
396,2018,US-TOTAL,Nuclear,807084477.0,2018-01-01,406498314.91,3860118799.64,153340274.25,11.204,53.518,1.499,34.65,4.71,0.688,0.591
397,2018,US-TOTAL,Other,12973204.0,2018-01-01,406498314.91,3860118799.64,153340274.25,11.204,53.518,1.499,34.65,4.71,0.688,0.591
398,2018,US-TOTAL,Other Biomass,20895766.0,2018-01-01,406498314.91,3860118799.64,153340274.25,11.204,53.518,1.499,34.65,4.71,0.688,0.591
399,2018,US-TOTAL,Other Gases,13462748.0,2018-01-01,406498314.91,3860118799.64,153340274.25,11.204,53.518,1.499,34.65,4.71,0.688,0.591
400,2018,US-TOTAL,Petroleum,25225618.0,2018-01-01,406498314.91,3860118799.64,153340274.25,11.204,53.518,1.499,34.65,4.71,0.688,0.591
401,2018,US-TOTAL,Pumped Storage,-5904539.0,2018-01-01,406498314.91,3860118799.64,153340274.25,11.204,53.518,1.499,34.65,4.71,0.688,0.591
402,2018,US-TOTAL,Solar Thermal and Photovoltaic,63825314.0,2018-01-01,406498314.91,3860118799.64,153340274.25,11.204,53.518,1.499,34.65,4.71,0.688,0.591
404,2018,US-TOTAL,Wind,272667454.0,2018-01-01,406498314.91,3860118799.64,153340274.25,11.204,53.518,1.499,34.65,4.71,0.688,0.591
405,2018,US-TOTAL,Wood and Wood Derived Fuels,40936160.0,2018-01-01,406498314.91,3860118799.64,153340274.25,11.204,53.518,1.499,34.65,4.71,0.688,0.591
406,2019,US-TOTAL,Coal,964956760.0,2019-01-01,401738144.19,3811150469.49,154898040.583,11.244,52.676,0.657,34.82,4.88,1.612,1.514
407,2019,US-TOTAL,Geothermal,15472718.0,2019-01-01,401738144.19,3811150469.49,154898040.583,11.244,52.676,0.657,34.82,4.88,1.612,1.514
408,2019,US-TOTAL,Hydroelectric Conventional,287873730.0,2019-01-01,401738144.19,3811150469.49,154898040.583,11.244,52.676,0.657,34.82,4.88,1.612,1.514
409,2019,US-TOTAL,Natural Gas,1585716793.0,2019-01-01,401738144.19,3811150469.49,154898040.583,11.244,52.676,0.657,34.82,4.88,1.612,1.514
410,2019,US-TOTAL,Nuclear,809409262.0,2019-01-01,401738144.19,3811150469.49,154898040.583,11.244,52.676,0.657,34.82,4.88,1.612,1.514
411,2019,US-TOTAL,Other,13334258.0,2019-01-01,401738144.19,3811150469.49,154898040.583,11.244,52.676,0.657,34.82,4.88,1.612,1.514
412,2019,US-TOTAL,Other Biomass,18963571.0,2019-01-01,401738144.19,3811150469.49,154898040.583,11.244,52.676,0.657,34.82,4.88,1.612,1.514
413,2019,US-TOTAL,Other Gases,12591094.0,2019-01-01,401738144.19,3811150469.49,154898040.583,11.244,52.676,0.657,34.82,4.88,1.612,1.514
414,2019,US-TOTAL,Petroleum,18438176.0,2019-01-01,401738144.19,3811150469.49,154898040.583,11.244,52.676,0.657,34.82,4.88,1.612,1.514
415,2019,US-TOTAL,Pumped Storage,-5260744.0,2019-01-01,401738144.19,3811150469.49,154898040.583,11.244,52.676,0.657,34.82,4.88,1.612,1.514
416,2019,US-TOTAL,Solar Thermal and Photovoltaic,71936822.0,2019-01-01,401738144.19,3811150469.49,154898040.583,11.244,52.676,0.657,34.82,4.88,1.612,1.514
418,2019,US-TOTAL,Wind,294906319.0,2019-01-01,401738144.19,3811150469.49,154898040.583,11.244,52.676,0.657,34.82,4.88,1.612,1.514
419,2019,US-TOTAL,Wood and Wood Derived Fuels,38543382.0,2019-01-01,401738144.19,3811150469.49,154898040.583,11.244,52.676,0.657,34.82,4.88,1.612,1.514
420,2020,US-TOTAL,Coal,773392896.0,2020-01-01,393639421.4,3717674484.46,156522919.667,11.235,54.372,2.353,30.38,0.44,-0.348,-0.445
421,2020,US-TOTAL,Geothermal,15889696.0,2020-01-01,393639421.4,3717674484.46,156522919.667,11.235,54.372,2.353,30.38,0.44,-0.348,-0.445
422,2020,US-TOTAL,Hydroelectric Conventional,285273895.0,2020-01-01,393639421.4,3717674484.46,156522919.667,11.235,54.372,2.353,30.38,0.44,-0.348,-0.445
423,2020,US-TOTAL,Natural Gas,1624049999.0,2020-01-01,393639421.4,3717674484.46,156522919.667,11.235,54.372,2.353,30.38,0.44,-0.348,-0.445
424,2020,US-TOTAL,Nuclear,789878863.0,2020-01-01,393639421.4,3717674484.46,156522919.667,11.235,54.372,2.353,30.38,0.44,-0.348,-0.445
425,2020,US-TOTAL,Other,12855187.0,2020-01-01,393639421.4,3717674484.46,156522919.667,11.235,54.372,2.353,30.38,0.44,-0.348,-0.445
426,2020,US-TOTAL,Other Biomass,18492673.0,2020-01-01,393639421.4,3717674484.46,156522919.667,11.235,54.372,2.353,30.38,0.44,-0.348,-0.445
427,2020,US-TOTAL,Other Gases,11818480.0,2020-01-01,393639421.4,3717674484.46,156522919.667,11.235,54.372,2.353,30.38,0.44,-0.348,-0.445
428,2020,US-TOTAL,Petroleum,17341016.0,2020-01-01,393639421.4,3717674484.46,156522919.667,11.235,54.372,2.353,30.38,0.44,-0.348,-0.445
429,2020,US-TOTAL,Pumped Storage,-5321205.0,2020-01-01,393639421.4,3717674484.46,156522919.667,11.235,54.372,2.353,30.38,0.44,-0.348,-0.445
430,2020,US-TOTAL,Solar Thermal and Photovoltaic,89198716.0,2020-01-01,393639421.4,3717674484.46,156522919.667,11.235,54.372,2.353,30.38,0.44,-0.348,-0.445
432,2020,US-TOTAL,Wind,337938049.0,2020-01-01,393639421.4,3717674484.46,156522919.667,11.235,54.372,2.353,30.38,0.44,-0.348,-0.445
433,2020,US-TOTAL,Wood and Wood Derived Fuels,36210336.0,2020-01-01,393639421.4,3717674484.46,156522919.667,11.235,54.372,2.353,30.38,0.44,-0.348,-0.445
434,2021,US-TOTAL,Coal,898678526.0,2021-01-01,424516421.05,3793728702.96,157865121.583,11.728,54.504,2.485,30.47,0.53,-0.686,-0.783
435,2021,US-TOTAL,Geothermal,16237885.0,2021-01-01,424516421.05,3793728702.96,157865121.583,11.728,54.504,2.485,30.47,0.53,-0.686,-0.783
436,2021,US-TOTAL,Hydroelectric Conventional,260224887.0,2021-01-01,424516421.05,3793728702.96,157865121.583,11.728,54.504,2.485,30.47,0.53,-0.686,-0.783
437,2021,US-TOTAL,Natural Gas,1575229809.0,2021-01-01,424516421.05,3793728702.96,157865121.583,11.728,54.504,2.485,30.47,0.53,-0.686,-0.783
438,2021,US-TOTAL,Nuclear,778151500.0,2021-01-01,424516421.05,3793728702.96,157865121.583,11.728,54.504,2.485,30.47,0.53,-0.686,-0.783
439,2021,US-TOTAL,Other,12139756.0,2021-01-01,424516421.05,3793728702.96,157865121.583,11.728,54.504,2.485,30.47,0.53,-0.686,-0.783
440,2021,US-TOTAL,Other Biomass,18308653.0,2021-01-01,424516421.05,3793728702.96,157865121.583,11.728,54.504,2.485,30.47,0.53,-0.686,-0.783
441,2021,US-TOTAL,Other Gases,11283104.0,2021-01-01,424516421.05,3793728702.96,157865121.583,11.728,54.504,2.485,30.47,0.53,-0.686,-0.783
442,2021,US-TOTAL,Petroleum,18781783.0,2021-01-01,424516421.05,3793728702.96,157865121.583,11.728,54.504,2.485,30.47,0.53,-0.686,-0.783
443,2021,US-TOTAL,Pumped Storage,-5111684.0,2021-01-01,424516421.05,3793728702.96,157865121.583,11.728,54.504,2.485,30.47,0.53,-0.686,-0.783
444,2021,US-TOTAL,Solar Thermal and Photovoltaic,114678239.0,2021-01-01,424516421.05,3793728702.96,157865121.583,11.728,54.504,2.485,30.47,0.53,-0.686,-0.783
446,2021,US-TOTAL,Wind,379767248.0,2021-01-01,424516421.05,3793728702.96,157865121.583,11.728,54.504,2.485,30.47,0.53,-0.686,-0.783
447,2021,US-TOTAL,Wood and Wood Derived Fuels,37170453.0,2021-01-01,424516421.05,3793728702.96,157865121.583,11.728,54.504,2.485,30.47,0.53,-0.686,-0.783
